InvoiceDate,Sales,Year,Month,Day,DayOfWeek,WeekOfYear,Lag_1,Lag_7,Rolling_7
2011-11-16,65672.53,2011,11,16,2,46,60613.8,65879.97,57196.821428571435
2011-11-17,60901.32,2011,11,17,3,46,65672.53,70868.0,55773.01
2011-11-18,51130.39,2011,11,18,4,46,60901.32,55107.87,55204.798571428575
2011-11-19,0.0,2011,11,19,5,46,51130.39,0.0,55204.798571428575
2011-11-20,34509.21,2011,11,20,6,46,0.0,33878.15,55294.950000000004
2011-11-21,49674.6,2011,11,21,0,47,34509.21,114237.40000000001,46071.692857142865
2011-11-22,63863.48,2011,11,22,1,47,49674.6,60613.8,46535.93285714286
2011-11-23,79847.0,2011,11,23,2,47,63863.48,65672.53,48560.857142857145
2011-11-24,50759.21,2011,11,24,3,47,79847.0,60901.32,47111.98428571429
2011-11-25,50690.4,2011,11,25,4,47,50759.21,51130.39,47049.12857142858
2011-11-26,0.0,2011,11,26,5,47,50690.4,0.0,47049.12857142858
2011-11-27,20279.37,2011,11,27,6,47,0.0,34509.21,45016.29428571429
2011-11-28,56965.73,2011,11,28,0,48,20279.37,49674.6,46057.884285714295
2011-11-29,72384.82,2011,11,29,1,48,56965.73,63863.48,47275.21857142857
2011-11-30,60025.57,2011,11,30,2,48,72384.82,79847.0,44443.58571428572
2011-12-01,52068.63,2011,12,1,3,48,60025.57,50759.21,44630.64571428572
2011-12-02,57476.48,2011,12,2,4,48,52068.63,50690.4,45600.08571428572
2011-12-03,0.0,2011,12,3,5,48,57476.48,0.0,45600.08571428572
2011-12-04,24477.47,2011,12,4,6,48,0.0,20279.37,46199.814285714296
2011-12-05,88620.84,2011,12,5,0,49,24477.47,56965.73,50721.972857142864
2011-12-06,56558.83,2011,12,6,1,49,88620.84,72384.82,48461.11714285715
2011-12-07,75315.55,2011,12,7,2,49,56558.83,60025.57,50645.40000000001
2011-12-08,82371.55,2011,12,8,3,49,75315.55,52068.63,54974.38857142858
2011-12-09,200900.97999999998,2011,12,9,4,49,82371.55,57476.48,75463.60285714285
